Logging to file...
Dataset samples: 24900
######################Training Started######################
epoch   1 | iteration    20 | Loss 4.603889 | Acc 0.00%
Average Training Loss of Epoch 2: 2.109297 | Acc: 43.43%
Average Validation Loss of Epoch 2: 1.892541 | Acc: 46.81%
Average test Loss of Epoch 2: 1.920609 | Acc: 45.52%
####################Epoch 2 Model Saved#####################
epoch   3 | iteration    20 | Loss 1.942174 | Acc 43.75%
epoch   3 | iteration    40 | Loss 1.613748 | Acc 62.50%
epoch   3 | iteration    60 | Loss 1.745703 | Acc 46.88%
epoch   3 | iteration    80 | Loss 1.808452 | Acc 46.88%
epoch   3 | iteration   100 | Loss 1.923108 | Acc 43.75%
epoch   3 | iteration   120 | Loss 1.939304 | Acc 40.62%
epoch   3 | iteration   140 | Loss 1.855438 | Acc 56.25%
epoch   3 | iteration   160 | Loss 1.481573 | Acc 62.50%
epoch   3 | iteration   180 | Loss 1.837038 | Acc 50.00%
epoch   3 | iteration   200 | Loss 1.742002 | Acc 50.00%
epoch   3 | iteration   220 | Loss 1.757051 | Acc 40.62%
epoch   3 | iteration   240 | Loss 1.617692 | Acc 43.75%
epoch   3 | iteration   260 | Loss 1.499897 | Acc 59.38%
epoch   3 | iteration   280 | Loss 1.740629 | Acc 43.75%
epoch   3 | iteration   300 | Loss 1.594413 | Acc 50.00%
epoch   3 | iteration   320 | Loss 1.658405 | Acc 53.12%
epoch   3 | iteration   340 | Loss 1.405412 | Acc 71.88%
epoch   3 | iteration   360 | Loss 1.442183 | Acc 65.62%
epoch   3 | iteration   380 | Loss 1.462339 | Acc 62.50%
epoch   3 | iteration   400 | Loss 1.260529 | Acc 68.75%
epoch   3 | iteration   420 | Loss 1.443231 | Acc 56.25%
epoch   3 | iteration   440 | Loss 1.440924 | Acc 62.50%
epoch   3 | iteration   460 | Loss 1.325291 | Acc 59.38%
epoch   3 | iteration   480 | Loss 1.286349 | Acc 71.88%
epoch   3 | iteration   500 | Loss 1.495388 | Acc 56.25%
epoch   3 | iteration   520 | Loss 1.208803 | Acc 65.62%
epoch   3 | iteration   540 | Loss 1.321331 | Acc 68.75%
epoch   3 | iteration   560 | Loss 1.447685 | Acc 59.38%
epoch   3 | iteration   580 | Loss 1.215192 | Acc 71.88%
Average Training Loss of Epoch 3: 1.513849 | Acc: 59.03%
Average Validation Loss of Epoch 3: 1.506554 | Acc: 56.14%
Average test Loss of Epoch 3: 1.547490 | Acc: 53.36%
####################Epoch 3 Model Saved#####################
epoch   4 | iteration    20 | Loss 1.017814 | Acc 71.88%
epoch   4 | iteration    40 | Loss 1.004650 | Acc 87.50%
epoch   4 | iteration    60 | Loss 1.115824 | Acc 68.75%
epoch   4 | iteration    80 | Loss 1.414438 | Acc 71.88%
epoch   4 | iteration   100 | Loss 1.072495 | Acc 78.12%
epoch   4 | iteration   120 | Loss 0.980508 | Acc 78.12%
epoch   4 | iteration   140 | Loss 1.455568 | Acc 53.12%
epoch   4 | iteration   160 | Loss 1.040060 | Acc 71.88%
epoch   4 | iteration   180 | Loss 1.410079 | Acc 71.88%
epoch   4 | iteration   200 | Loss 1.045654 | Acc 71.88%
epoch   4 | iteration   220 | Loss 1.559785 | Acc 62.50%
epoch   4 | iteration   240 | Loss 1.398033 | Acc 59.38%
epoch   4 | iteration   260 | Loss 1.464833 | Acc 59.38%
epoch   4 | iteration   280 | Loss 1.100032 | Acc 71.88%
epoch   4 | iteration   300 | Loss 0.964495 | Acc 81.25%
epoch   4 | iteration   320 | Loss 1.269667 | Acc 59.38%
epoch   4 | iteration   340 | Loss 1.291093 | Acc 71.88%
epoch   4 | iteration   360 | Loss 1.223568 | Acc 62.50%
epoch   4 | iteration   380 | Loss 1.193593 | Acc 68.75%
epoch   4 | iteration   400 | Loss 1.144804 | Acc 65.62%
epoch   4 | iteration   420 | Loss 0.900462 | Acc 75.00%
epoch   4 | iteration   440 | Loss 0.984644 | Acc 68.75%
epoch   4 | iteration   460 | Loss 1.011382 | Acc 68.75%
epoch   4 | iteration   480 | Loss 1.316691 | Acc 62.50%
epoch   4 | iteration   500 | Loss 0.874256 | Acc 81.25%
epoch   4 | iteration   520 | Loss 1.014326 | Acc 68.75%
epoch   4 | iteration   540 | Loss 0.834115 | Acc 81.25%
epoch   4 | iteration   560 | Loss 0.860967 | Acc 81.25%
epoch   4 | iteration   580 | Loss 1.296324 | Acc 62.50%
Average Training Loss of Epoch 4: 1.152872 | Acc: 68.37%
Average Validation Loss of Epoch 4: 1.371958 | Acc: 58.08%
Average test Loss of Epoch 4: 1.402401 | Acc: 57.16%
####################Epoch 4 Model Saved#####################
epoch   5 | iteration    20 | Loss 1.180449 | Acc 71.88%
epoch   5 | iteration    40 | Loss 0.809861 | Acc 84.38%
epoch   5 | iteration    60 | Loss 0.986952 | Acc 75.00%
epoch   5 | iteration    80 | Loss 1.050628 | Acc 65.62%
epoch   5 | iteration   100 | Loss 0.759696 | Acc 78.12%
epoch   5 | iteration   120 | Loss 0.992009 | Acc 78.12%
epoch   5 | iteration   140 | Loss 1.108691 | Acc 62.50%
epoch   5 | iteration   160 | Loss 1.194465 | Acc 68.75%
epoch   5 | iteration   180 | Loss 0.794653 | Acc 81.25%
epoch   5 | iteration   200 | Loss 1.024396 | Acc 71.88%
epoch   5 | iteration   220 | Loss 0.840760 | Acc 78.12%
epoch   5 | iteration   240 | Loss 0.569075 | Acc 90.62%
epoch   5 | iteration   260 | Loss 1.107136 | Acc 71.88%
epoch   5 | iteration   280 | Loss 0.903104 | Acc 71.88%
epoch   5 | iteration   300 | Loss 0.861174 | Acc 84.38%
epoch   5 | iteration   320 | Loss 0.817530 | Acc 75.00%
epoch   5 | iteration   340 | Loss 0.835908 | Acc 81.25%
epoch   5 | iteration   360 | Loss 1.056395 | Acc 78.12%
epoch   5 | iteration   380 | Loss 0.936341 | Acc 68.75%
epoch   5 | iteration   400 | Loss 0.886901 | Acc 71.88%
epoch   5 | iteration   420 | Loss 0.816400 | Acc 71.88%
epoch   5 | iteration   440 | Loss 1.116400 | Acc 68.75%
epoch   5 | iteration   460 | Loss 0.521907 | Acc 90.62%
epoch   5 | iteration   480 | Loss 0.811592 | Acc 81.25%
epoch   5 | iteration   500 | Loss 0.635677 | Acc 81.25%
epoch   5 | iteration   520 | Loss 0.429367 | Acc 93.75%
epoch   5 | iteration   540 | Loss 0.982683 | Acc 71.88%
epoch   5 | iteration   560 | Loss 0.932815 | Acc 71.88%
epoch   5 | iteration   580 | Loss 0.893976 | Acc 65.62%
Average Training Loss of Epoch 5: 0.943245 | Acc: 73.21%
Average Validation Loss of Epoch 5: 1.191183 | Acc: 63.68%
Average test Loss of Epoch 5: 1.223194 | Acc: 62.80%
####################Epoch 5 Model Saved#####################
epoch   6 | iteration    20 | Loss 0.757237 | Acc 90.62%
epoch   6 | iteration    40 | Loss 0.633842 | Acc 81.25%
epoch   6 | iteration    60 | Loss 0.793277 | Acc 75.00%
epoch   6 | iteration    80 | Loss 0.995269 | Acc 68.75%
epoch   6 | iteration   100 | Loss 0.798484 | Acc 84.38%
epoch   6 | iteration   120 | Loss 0.913308 | Acc 71.88%
epoch   6 | iteration   140 | Loss 0.963020 | Acc 78.12%
epoch   6 | iteration   160 | Loss 0.853949 | Acc 71.88%
epoch   6 | iteration   180 | Loss 0.721729 | Acc 78.12%
epoch   6 | iteration   200 | Loss 0.837381 | Acc 75.00%
epoch   6 | iteration   220 | Loss 0.711274 | Acc 78.12%
epoch   6 | iteration   240 | Loss 0.867616 | Acc 78.12%
epoch   6 | iteration   260 | Loss 0.647443 | Acc 81.25%
epoch   6 | iteration   280 | Loss 0.736822 | Acc 81.25%
epoch   6 | iteration   300 | Loss 0.682519 | Acc 84.38%
epoch   6 | iteration   320 | Loss 1.029540 | Acc 68.75%
epoch   6 | iteration   340 | Loss 0.678490 | Acc 84.38%
epoch   6 | iteration   360 | Loss 1.042797 | Acc 59.38%
epoch   6 | iteration   380 | Loss 0.481687 | Acc 84.38%
epoch   6 | iteration   400 | Loss 0.673381 | Acc 78.12%
epoch   6 | iteration   420 | Loss 0.732159 | Acc 84.38%
epoch   6 | iteration   440 | Loss 0.709115 | Acc 84.38%
epoch   6 | iteration   460 | Loss 0.594891 | Acc 78.12%
epoch   6 | iteration   480 | Loss 0.626245 | Acc 90.62%
epoch   6 | iteration   500 | Loss 0.906418 | Acc 75.00%
epoch   6 | iteration   520 | Loss 0.825860 | Acc 78.12%
epoch   6 | iteration   540 | Loss 0.650447 | Acc 75.00%
epoch   6 | iteration   560 | Loss 0.467513 | Acc 96.88%
epoch   6 | iteration   580 | Loss 0.866744 | Acc 75.00%
Average Training Loss of Epoch 6: 0.793366 | Acc: 76.97%
Average Validation Loss of Epoch 6: 1.007218 | Acc: 68.81%
Average test Loss of Epoch 6: 1.077051 | Acc: 66.44%
####################Epoch 6 Model Saved#####################
epoch   7 | iteration    20 | Loss 0.870033 | Acc 65.62%
epoch   7 | iteration    40 | Loss 0.614715 | Acc 81.25%
epoch   7 | iteration    60 | Loss 1.205408 | Acc 65.62%
epoch   7 | iteration    80 | Loss 0.631001 | Acc 81.25%
epoch   7 | iteration   100 | Loss 0.980646 | Acc 68.75%
epoch   7 | iteration   120 | Loss 0.672301 | Acc 75.00%
epoch   7 | iteration   140 | Loss 0.660302 | Acc 84.38%
epoch   7 | iteration   160 | Loss 0.614962 | Acc 84.38%
epoch   7 | iteration   180 | Loss 0.920095 | Acc 68.75%
epoch   7 | iteration   200 | Loss 0.681269 | Acc 75.00%
epoch   7 | iteration   220 | Loss 0.946241 | Acc 68.75%
epoch   7 | iteration   240 | Loss 0.508428 | Acc 81.25%
epoch   7 | iteration   260 | Loss 0.661377 | Acc 84.38%
epoch   7 | iteration   280 | Loss 0.586486 | Acc 87.50%
epoch   7 | iteration   300 | Loss 0.836168 | Acc 78.12%
epoch   7 | iteration   320 | Loss 0.764421 | Acc 78.12%
epoch   7 | iteration   340 | Loss 0.645780 | Acc 84.38%
epoch   7 | iteration   360 | Loss 0.428310 | Acc 84.38%
epoch   7 | iteration   380 | Loss 0.832969 | Acc 65.62%
epoch   7 | iteration   400 | Loss 0.704529 | Acc 75.00%
epoch   7 | iteration   420 | Loss 0.713852 | Acc 87.50%
epoch   7 | iteration   440 | Loss 0.453685 | Acc 87.50%
epoch   7 | iteration   460 | Loss 0.602308 | Acc 87.50%
epoch   7 | iteration   480 | Loss 0.587658 | Acc 78.12%
epoch   7 | iteration   500 | Loss 0.564821 | Acc 81.25%
epoch   7 | iteration   520 | Loss 0.836745 | Acc 68.75%
epoch   7 | iteration   540 | Loss 0.889901 | Acc 62.50%
epoch   7 | iteration   560 | Loss 1.047497 | Acc 65.62%
epoch   7 | iteration   580 | Loss 0.788243 | Acc 78.12%
Average Training Loss of Epoch 7: 0.673728 | Acc: 80.27%
Average Validation Loss of Epoch 7: 0.931069 | Acc: 70.65%
Average test Loss of Epoch 7: 0.983263 | Acc: 68.24%
####################Epoch 7 Model Saved#####################
epoch   8 | iteration    20 | Loss 0.678557 | Acc 81.25%
epoch   8 | iteration    40 | Loss 0.871638 | Acc 75.00%
epoch   8 | iteration    60 | Loss 0.480999 | Acc 93.75%
epoch   8 | iteration    80 | Loss 0.500966 | Acc 84.38%
epoch   8 | iteration   100 | Loss 0.562871 | Acc 81.25%
epoch   8 | iteration   120 | Loss 0.589266 | Acc 75.00%
epoch   8 | iteration   140 | Loss 0.507187 | Acc 87.50%
epoch   8 | iteration   160 | Loss 0.769303 | Acc 75.00%
epoch   8 | iteration   180 | Loss 0.588404 | Acc 81.25%
epoch   8 | iteration   200 | Loss 0.479531 | Acc 90.62%
epoch   8 | iteration   220 | Loss 0.775142 | Acc 81.25%
epoch   8 | iteration   240 | Loss 0.533305 | Acc 84.38%
epoch   8 | iteration   260 | Loss 0.572526 | Acc 84.38%
epoch   8 | iteration   280 | Loss 0.592548 | Acc 87.50%
epoch   8 | iteration   300 | Loss 0.588810 | Acc 84.38%
epoch   8 | iteration   320 | Loss 0.495635 | Acc 81.25%
epoch   8 | iteration   340 | Loss 0.581043 | Acc 78.12%
epoch   8 | iteration   360 | Loss 0.467127 | Acc 84.38%
epoch   8 | iteration   380 | Loss 0.663767 | Acc 81.25%
epoch   8 | iteration   400 | Loss 0.613581 | Acc 84.38%
epoch   8 | iteration   420 | Loss 0.576621 | Acc 84.38%
epoch   8 | iteration   440 | Loss 0.658011 | Acc 78.12%
epoch   8 | iteration   460 | Loss 0.522763 | Acc 81.25%
epoch   8 | iteration   480 | Loss 1.004767 | Acc 59.38%
epoch   8 | iteration   500 | Loss 0.426290 | Acc 81.25%
epoch   8 | iteration   520 | Loss 0.431255 | Acc 81.25%
epoch   8 | iteration   540 | Loss 0.393640 | Acc 87.50%
epoch   8 | iteration   560 | Loss 0.507858 | Acc 87.50%
epoch   8 | iteration   580 | Loss 0.672410 | Acc 71.88%
Average Training Loss of Epoch 8: 0.583539 | Acc: 82.76%
Average Validation Loss of Epoch 8: 0.885032 | Acc: 71.92%
Average test Loss of Epoch 8: 0.901634 | Acc: 70.80%
####################Epoch 8 Model Saved#####################
epoch   9 | iteration    20 | Loss 0.576543 | Acc 71.88%
epoch   9 | iteration    40 | Loss 0.567633 | Acc 90.62%
epoch   9 | iteration    60 | Loss 0.316700 | Acc 96.88%
epoch   9 | iteration    80 | Loss 0.648655 | Acc 75.00%
epoch   9 | iteration   100 | Loss 0.703395 | Acc 75.00%
epoch   9 | iteration   120 | Loss 0.705063 | Acc 75.00%
epoch   9 | iteration   140 | Loss 0.544159 | Acc 81.25%
epoch   9 | iteration   160 | Loss 0.328638 | Acc 90.62%
epoch   9 | iteration   180 | Loss 0.429591 | Acc 90.62%
epoch   9 | iteration   200 | Loss 0.406895 | Acc 84.38%
epoch   9 | iteration   220 | Loss 0.394543 | Acc 90.62%
epoch   9 | iteration   240 | Loss 0.353339 | Acc 93.75%
epoch   9 | iteration   260 | Loss 0.243853 | Acc 96.88%
epoch   9 | iteration   280 | Loss 0.344604 | Acc 96.88%
epoch   9 | iteration   300 | Loss 0.286523 | Acc 93.75%
epoch   9 | iteration   320 | Loss 0.302515 | Acc 93.75%
epoch   9 | iteration   340 | Loss 0.454636 | Acc 87.50%
epoch   9 | iteration   360 | Loss 0.450818 | Acc 81.25%
epoch   9 | iteration   380 | Loss 0.309584 | Acc 96.88%
epoch   9 | iteration   400 | Loss 0.494813 | Acc 81.25%
epoch   9 | iteration   420 | Loss 0.438280 | Acc 90.62%
epoch   9 | iteration   440 | Loss 0.262773 | Acc 100.00%
epoch   9 | iteration   460 | Loss 0.477031 | Acc 78.12%
epoch   9 | iteration   480 | Loss 0.319985 | Acc 87.50%
epoch   9 | iteration   500 | Loss 0.406832 | Acc 90.62%
epoch   9 | iteration   520 | Loss 0.749908 | Acc 81.25%
epoch   9 | iteration   540 | Loss 0.473907 | Acc 90.62%
epoch   9 | iteration   560 | Loss 0.807181 | Acc 81.25%
epoch   9 | iteration   580 | Loss 0.430802 | Acc 81.25%
Average Training Loss of Epoch 9: 0.504845 | Acc: 85.21%
Average Validation Loss of Epoch 9: 0.863634 | Acc: 71.97%
Average test Loss of Epoch 9: 0.881434 | Acc: 70.72%
####################Epoch 9 Model Saved#####################
epoch  10 | iteration    20 | Loss 0.356222 | Acc 93.75%
epoch  10 | iteration    40 | Loss 0.447715 | Acc 84.38%
epoch  10 | iteration    60 | Loss 0.457877 | Acc 84.38%
epoch  10 | iteration    80 | Loss 0.280889 | Acc 93.75%
epoch  10 | iteration   100 | Loss 0.318165 | Acc 93.75%
epoch  10 | iteration   120 | Loss 0.449219 | Acc 81.25%
epoch  10 | iteration   140 | Loss 0.439897 | Acc 93.75%
epoch  10 | iteration   160 | Loss 0.545712 | Acc 81.25%
epoch  10 | iteration   180 | Loss 0.554203 | Acc 81.25%
epoch  10 | iteration   200 | Loss 0.566932 | Acc 81.25%
epoch  10 | iteration   220 | Loss 0.282474 | Acc 90.62%
epoch  10 | iteration   240 | Loss 0.308197 | Acc 93.75%
epoch  10 | iteration   260 | Loss 0.446125 | Acc 84.38%
epoch  10 | iteration   280 | Loss 0.637198 | Acc 75.00%
epoch  10 | iteration   300 | Loss 0.512260 | Acc 81.25%
epoch  10 | iteration   320 | Loss 0.359222 | Acc 93.75%
epoch  10 | iteration   340 | Loss 0.265461 | Acc 90.62%
epoch  10 | iteration   360 | Loss 0.497033 | Acc 87.50%
epoch  10 | iteration   380 | Loss 0.491570 | Acc 81.25%
epoch  10 | iteration   400 | Loss 0.342662 | Acc 90.62%
epoch  10 | iteration   420 | Loss 0.501543 | Acc 81.25%
epoch  10 | iteration   440 | Loss 0.331780 | Acc 90.62%
epoch  10 | iteration   460 | Loss 0.353745 | Acc 96.88%
epoch  10 | iteration   480 | Loss 0.374324 | Acc 93.75%
epoch  10 | iteration   500 | Loss 0.383701 | Acc 84.38%
epoch  10 | iteration   520 | Loss 0.357025 | Acc 90.62%
epoch  10 | iteration   540 | Loss 0.310417 | Acc 96.88%
epoch  10 | iteration   560 | Loss 0.459082 | Acc 84.38%
epoch  10 | iteration   580 | Loss 0.231795 | Acc 93.75%
Average Training Loss of Epoch 10: 0.441410 | Acc: 87.03%
Average Validation Loss of Epoch 10: 0.773896 | Acc: 74.78%
Average test Loss of Epoch 10: 0.799948 | Acc: 74.76%
####################Epoch 10 Model Saved####################
epoch  11 | iteration    20 | Loss 0.402672 | Acc 93.75%
epoch  11 | iteration    40 | Loss 0.209755 | Acc 93.75%
epoch  11 | iteration    60 | Loss 0.388378 | Acc 90.62%
epoch  11 | iteration    80 | Loss 0.299528 | Acc 87.50%
epoch  11 | iteration   100 | Loss 0.478185 | Acc 84.38%
epoch  11 | iteration   120 | Loss 0.402460 | Acc 90.62%
epoch  11 | iteration   140 | Loss 0.349477 | Acc 90.62%
epoch  11 | iteration   160 | Loss 0.461203 | Acc 84.38%
epoch  11 | iteration   180 | Loss 0.294947 | Acc 96.88%
epoch  11 | iteration   200 | Loss 0.365440 | Acc 87.50%
epoch  11 | iteration   220 | Loss 0.441425 | Acc 87.50%
epoch  11 | iteration   240 | Loss 0.476793 | Acc 87.50%
epoch  11 | iteration   260 | Loss 0.341163 | Acc 90.62%
epoch  11 | iteration   280 | Loss 0.455283 | Acc 84.38%
epoch  11 | iteration   300 | Loss 0.213466 | Acc 90.62%
epoch  11 | iteration   320 | Loss 0.555937 | Acc 87.50%
epoch  11 | iteration   340 | Loss 0.283793 | Acc 93.75%
epoch  11 | iteration   360 | Loss 0.335903 | Acc 90.62%
epoch  11 | iteration   380 | Loss 0.517937 | Acc 84.38%
epoch  11 | iteration   400 | Loss 0.349450 | Acc 90.62%
epoch  11 | iteration   420 | Loss 0.428247 | Acc 84.38%
epoch  11 | iteration   440 | Loss 0.336154 | Acc 90.62%
epoch  11 | iteration   460 | Loss 0.396620 | Acc 90.62%
epoch  11 | iteration   480 | Loss 0.313719 | Acc 93.75%
epoch  11 | iteration   500 | Loss 0.393857 | Acc 90.62%
epoch  11 | iteration   520 | Loss 0.445052 | Acc 81.25%
epoch  11 | iteration   540 | Loss 0.361105 | Acc 87.50%
epoch  11 | iteration   560 | Loss 0.437576 | Acc 84.38%
epoch  11 | iteration   580 | Loss 0.418312 | Acc 90.62%
Average Training Loss of Epoch 11: 0.393140 | Acc: 88.60%
Average Validation Loss of Epoch 11: 0.764129 | Acc: 76.51%
Average test Loss of Epoch 11: 0.734380 | Acc: 76.32%
####################Epoch 11 Model Saved####################
epoch  12 | iteration    20 | Loss 0.385276 | Acc 87.50%
epoch  12 | iteration    40 | Loss 0.482461 | Acc 81.25%
epoch  12 | iteration    60 | Loss 0.345967 | Acc 87.50%
epoch  12 | iteration    80 | Loss 0.369906 | Acc 84.38%
epoch  12 | iteration   100 | Loss 0.221685 | Acc 96.88%
epoch  12 | iteration   120 | Loss 0.411051 | Acc 87.50%
epoch  12 | iteration   140 | Loss 0.445333 | Acc 87.50%
epoch  12 | iteration   160 | Loss 0.280452 | Acc 90.62%
epoch  12 | iteration   180 | Loss 0.383806 | Acc 90.62%
epoch  12 | iteration   200 | Loss 0.185739 | Acc 96.88%
epoch  12 | iteration   220 | Loss 0.210545 | Acc 93.75%
epoch  12 | iteration   240 | Loss 0.339424 | Acc 93.75%
epoch  12 | iteration   260 | Loss 0.640694 | Acc 78.12%
epoch  12 | iteration   280 | Loss 0.213491 | Acc 87.50%
epoch  12 | iteration   300 | Loss 0.389861 | Acc 78.12%
epoch  12 | iteration   320 | Loss 0.413853 | Acc 87.50%
epoch  12 | iteration   340 | Loss 0.378980 | Acc 87.50%
epoch  12 | iteration   360 | Loss 0.339685 | Acc 90.62%
epoch  12 | iteration   380 | Loss 0.535754 | Acc 84.38%
epoch  12 | iteration   400 | Loss 0.618491 | Acc 78.12%
epoch  12 | iteration   420 | Loss 0.505756 | Acc 81.25%
epoch  12 | iteration   440 | Loss 0.464577 | Acc 87.50%
epoch  12 | iteration   460 | Loss 0.363012 | Acc 90.62%
epoch  12 | iteration   480 | Loss 0.251549 | Acc 90.62%
epoch  12 | iteration   500 | Loss 0.276699 | Acc 93.75%
epoch  12 | iteration   520 | Loss 0.381647 | Acc 81.25%
epoch  12 | iteration   540 | Loss 0.422208 | Acc 90.62%
epoch  12 | iteration   560 | Loss 0.505258 | Acc 81.25%
epoch  12 | iteration   580 | Loss 0.366695 | Acc 90.62%
Average Training Loss of Epoch 12: 0.343070 | Acc: 89.94%
Average Validation Loss of Epoch 12: 0.735875 | Acc: 75.86%
Average test Loss of Epoch 12: 0.796716 | Acc: 74.96%
####################Epoch 12 Model Saved####################
epoch  13 | iteration    20 | Loss 0.199541 | Acc 96.88%
epoch  13 | iteration    40 | Loss 0.255169 | Acc 93.75%
epoch  13 | iteration    60 | Loss 0.359455 | Acc 84.38%
epoch  13 | iteration    80 | Loss 0.466589 | Acc 87.50%
epoch  13 | iteration   100 | Loss 0.364755 | Acc 84.38%
epoch  13 | iteration   120 | Loss 0.339122 | Acc 90.62%
epoch  13 | iteration   140 | Loss 0.282776 | Acc 90.62%
epoch  13 | iteration   160 | Loss 0.207856 | Acc 96.88%
epoch  13 | iteration   180 | Loss 0.234615 | Acc 93.75%
epoch  13 | iteration   200 | Loss 0.224469 | Acc 93.75%
epoch  13 | iteration   220 | Loss 0.337368 | Acc 90.62%
epoch  13 | iteration   240 | Loss 0.297871 | Acc 96.88%
epoch  13 | iteration   260 | Loss 0.194904 | Acc 96.88%
epoch  13 | iteration   280 | Loss 0.378143 | Acc 84.38%
epoch  13 | iteration   300 | Loss 0.301594 | Acc 87.50%
epoch  13 | iteration   320 | Loss 0.277045 | Acc 93.75%
epoch  13 | iteration   340 | Loss 0.182259 | Acc 100.00%
epoch  13 | iteration   360 | Loss 0.373775 | Acc 87.50%
epoch  13 | iteration   380 | Loss 0.451436 | Acc 81.25%
epoch  13 | iteration   400 | Loss 0.235592 | Acc 93.75%
epoch  13 | iteration   420 | Loss 0.213474 | Acc 93.75%
epoch  13 | iteration   440 | Loss 0.178592 | Acc 93.75%
epoch  13 | iteration   460 | Loss 0.294926 | Acc 93.75%
epoch  13 | iteration   480 | Loss 0.173115 | Acc 96.88%
epoch  13 | iteration   500 | Loss 0.347309 | Acc 87.50%
epoch  13 | iteration   520 | Loss 0.322265 | Acc 87.50%
epoch  13 | iteration   540 | Loss 0.278608 | Acc 90.62%
epoch  13 | iteration   560 | Loss 0.164776 | Acc 100.00%
epoch  13 | iteration   580 | Loss 0.241860 | Acc 87.50%
Average Training Loss of Epoch 13: 0.302209 | Acc: 91.32%
Average Validation Loss of Epoch 13: 0.665408 | Acc: 77.70%
Average test Loss of Epoch 13: 0.671697 | Acc: 78.24%
