Logging to file...
Dataset samples: 20654
######################Training Started######################
epoch   1 | iteration   100 | Loss 8.779556 | Acc 2.50% | WER 223.06%
epoch   2 | iteration  2900 | Loss 6.063810 | Acc 4.17% | WER 247.06%
epoch   2 | iteration  3000 | Loss 5.494239 | Acc 8.33% | WER 122.58%
epoch   2 | iteration  3100 | Loss 5.323491 | Acc 10.00% | WER 172.35%
epoch   2 | iteration  3200 | Loss 5.057398 | Acc 9.17% | WER 182.70%
epoch   2 | iteration  3300 | Loss 5.354669 | Acc 7.50% | WER 142.74%
epoch   2 | iteration  3400 | Loss 6.909914 | Acc 6.67% | WER 171.58%
epoch   2 | iteration  3500 | Loss 5.745054 | Acc 7.50% | WER 217.83%
epoch   2 | iteration  3600 | Loss 5.692084 | Acc 8.33% | WER 186.30%
epoch   2 | iteration  3700 | Loss 5.726815 | Acc 9.17% | WER 151.90%
epoch   2 | iteration  3800 | Loss 5.942812 | Acc 6.67% | WER 136.39%
epoch   2 | iteration  3900 | Loss 5.178750 | Acc 6.67% | WER 195.83%
epoch   2 | iteration  4000 | Loss 5.291412 | Acc 7.50% | WER 167.29%
epoch   2 | iteration  4100 | Loss 5.789700 | Acc 6.67% | WER 176.78%
epoch   2 | iteration  4200 | Loss 5.848536 | Acc 5.83% | WER 140.67%
epoch   2 | iteration  4300 | Loss 5.927012 | Acc 8.33% | WER 120.09%
epoch   2 | iteration  4400 | Loss 5.016953 | Acc 7.50% | WER 257.05%
epoch   2 | iteration  4500 | Loss 5.350307 | Acc 5.00% | WER 140.76%
epoch   2 | iteration  4600 | Loss 5.329642 | Acc 6.67% | WER 223.13%
Average Training Loss of Epoch 2: 5.772981 | Acc: 6.56% | WER 185.02%
Average Validation Loss of Epoch 2: 4.690925 | Acc: 4.43% | WER: 93.13%
Average test Loss of Epoch 2: 6.392861 | Acc: 4.88% | WER: 98.37%
####################Epoch 2 Model Saved#####################
epoch   3 | iteration   100 | Loss 5.273908 | Acc 6.67% | WER 169.51%
epoch   3 | iteration   200 | Loss 5.979652 | Acc 5.00% | WER 163.64%
epoch   3 | iteration   300 | Loss 5.843405 | Acc 9.17% | WER 160.93%
epoch   3 | iteration   400 | Loss 4.810026 | Acc 7.50% | WER 182.23%
epoch   3 | iteration   500 | Loss 5.203454 | Acc 9.17% | WER 156.88%
epoch   3 | iteration   600 | Loss 5.247171 | Acc 7.50% | WER 152.95%
epoch   3 | iteration   700 | Loss 5.482901 | Acc 8.33% | WER 162.03%
epoch   3 | iteration   800 | Loss 6.005147 | Acc 6.67% | WER 170.19%
epoch   3 | iteration   900 | Loss 5.806398 | Acc 5.00% | WER 159.71%
epoch   3 | iteration  1000 | Loss 6.358517 | Acc 4.17% | WER 228.35%
epoch   3 | iteration  1100 | Loss 5.556911 | Acc 6.67% | WER 195.62%
epoch   3 | iteration  1200 | Loss 5.942491 | Acc 5.83% | WER 240.15%
epoch   3 | iteration  1300 | Loss 5.507377 | Acc 6.67% | WER 195.77%
epoch   3 | iteration  1400 | Loss 6.542871 | Acc 7.50% | WER 149.58%
epoch   3 | iteration  1500 | Loss 5.721361 | Acc 9.17% | WER 166.00%
epoch   3 | iteration  1600 | Loss 5.892851 | Acc 5.83% | WER 194.88%
epoch   3 | iteration  1700 | Loss 5.963051 | Acc 5.83% | WER 188.12%
epoch   3 | iteration  1800 | Loss 5.941469 | Acc 6.67% | WER 134.03%
epoch   3 | iteration  1900 | Loss 5.729961 | Acc 4.17% | WER 272.02%
epoch   3 | iteration  2000 | Loss 5.071696 | Acc 7.50% | WER 174.28%
epoch   3 | iteration  2100 | Loss 5.380521 | Acc 10.00% | WER 125.00%
epoch   3 | iteration  2200 | Loss 5.233514 | Acc 6.67% | WER 141.55%
epoch   3 | iteration  2300 | Loss 5.376573 | Acc 6.67% | WER 191.32%
epoch   3 | iteration  2400 | Loss 5.604995 | Acc 5.83% | WER 190.20%
epoch   3 | iteration  2500 | Loss 5.885351 | Acc 9.17% | WER 167.09%
epoch   3 | iteration  2600 | Loss 5.243444 | Acc 7.50% | WER 227.86%
epoch   3 | iteration  2700 | Loss 5.604344 | Acc 3.33% | WER 242.99%
epoch   3 | iteration  2800 | Loss 5.736361 | Acc 5.00% | WER 192.41%
epoch   3 | iteration  2900 | Loss 5.141247 | Acc 6.67% | WER 140.42%
epoch   3 | iteration  3000 | Loss 5.721776 | Acc 8.33% | WER 169.81%
epoch   3 | iteration  3100 | Loss 5.161171 | Acc 5.00% | WER 210.87%
epoch   3 | iteration  3200 | Loss 5.719551 | Acc 5.00% | WER 153.96%
epoch   3 | iteration  3300 | Loss 5.739033 | Acc 7.50% | WER 282.29%
epoch   3 | iteration  3400 | Loss 6.130620 | Acc 8.33% | WER 153.81%
epoch   3 | iteration  3500 | Loss 5.185355 | Acc 6.67% | WER 248.61%
epoch   3 | iteration  3600 | Loss 6.585534 | Acc 3.33% | WER 226.42%
epoch   3 | iteration  3700 | Loss 5.306479 | Acc 8.33% | WER 151.59%
epoch   3 | iteration  3800 | Loss 5.932257 | Acc 7.50% | WER 165.00%
epoch   3 | iteration  3900 | Loss 5.672067 | Acc 8.33% | WER 141.00%
epoch   3 | iteration  4000 | Loss 5.792953 | Acc 8.33% | WER 163.98%
epoch   3 | iteration  4100 | Loss 5.254383 | Acc 10.83% | WER 207.56%
epoch   3 | iteration  4200 | Loss 5.510007 | Acc 6.67% | WER 164.98%
epoch   3 | iteration  4300 | Loss 5.532395 | Acc 5.00% | WER 164.29%
epoch   3 | iteration  4400 | Loss 5.543106 | Acc 9.17% | WER 134.64%
epoch   3 | iteration  4500 | Loss 4.313243 | Acc 10.00% | WER 189.39%
epoch   3 | iteration  4600 | Loss 4.956555 | Acc 5.83% | WER 242.26%
Average Training Loss of Epoch 3: 5.660787 | Acc: 6.72% | WER 184.68%
Average Validation Loss of Epoch 3: 4.664811 | Acc: 4.43% | WER: 88.20%
Average test Loss of Epoch 3: 6.363909 | Acc: 4.86% | WER: 87.93%
####################Epoch 3 Model Saved#####################
epoch   4 | iteration   100 | Loss 5.925419 | Acc 7.50% | WER 148.70%
epoch   4 | iteration   200 | Loss 4.920762 | Acc 9.17% | WER 202.34%
epoch   4 | iteration   300 | Loss 5.684698 | Acc 6.67% | WER 185.16%
epoch   4 | iteration   400 | Loss 6.023529 | Acc 4.17% | WER 175.34%
epoch   4 | iteration   500 | Loss 5.818782 | Acc 9.17% | WER 162.12%
epoch   4 | iteration   600 | Loss 5.439563 | Acc 5.83% | WER 168.41%
epoch   4 | iteration   700 | Loss 5.692695 | Acc 6.67% | WER 165.96%
epoch   4 | iteration   800 | Loss 5.867261 | Acc 8.33% | WER 184.76%
epoch   4 | iteration   900 | Loss 5.664106 | Acc 5.00% | WER 193.64%
epoch   4 | iteration  1000 | Loss 5.374614 | Acc 6.67% | WER 177.35%
epoch   4 | iteration  1100 | Loss 5.862800 | Acc 6.67% | WER 145.49%
epoch   4 | iteration  1200 | Loss 5.820714 | Acc 4.17% | WER 143.81%
epoch   4 | iteration  1300 | Loss 5.632720 | Acc 6.67% | WER 171.10%
epoch   4 | iteration  1400 | Loss 5.630936 | Acc 8.33% | WER 236.46%
epoch   4 | iteration  1500 | Loss 5.013041 | Acc 7.50% | WER 190.87%
epoch   4 | iteration  1600 | Loss 4.846870 | Acc 8.33% | WER 188.07%
epoch   4 | iteration  1700 | Loss 5.300110 | Acc 6.67% | WER 167.73%
epoch   4 | iteration  1800 | Loss 5.283577 | Acc 7.50% | WER 177.93%
epoch   4 | iteration  1900 | Loss 5.727828 | Acc 6.67% | WER 156.31%
epoch   4 | iteration  2000 | Loss 5.807472 | Acc 3.33% | WER 176.42%
epoch   4 | iteration  2100 | Loss 6.021012 | Acc 7.50% | WER 179.56%
epoch   4 | iteration  2200 | Loss 5.767720 | Acc 7.50% | WER 233.11%
epoch   4 | iteration  2300 | Loss 5.792295 | Acc 6.67% | WER 147.23%
epoch   4 | iteration  2400 | Loss 5.606028 | Acc 7.50% | WER 187.61%
epoch   4 | iteration  2500 | Loss 5.593363 | Acc 6.67% | WER 221.23%
epoch   4 | iteration  2600 | Loss 5.709692 | Acc 10.00% | WER 132.42%
epoch   4 | iteration  2700 | Loss 5.414568 | Acc 10.00% | WER 131.94%
epoch   4 | iteration  2800 | Loss 5.527853 | Acc 9.17% | WER 219.90%
epoch   4 | iteration  2900 | Loss 5.787962 | Acc 5.00% | WER 273.66%
epoch   4 | iteration  3000 | Loss 5.320143 | Acc 6.67% | WER 246.50%
epoch   4 | iteration  3100 | Loss 5.810881 | Acc 9.17% | WER 130.32%
epoch   4 | iteration  3200 | Loss 5.953795 | Acc 8.33% | WER 128.75%
epoch   4 | iteration  3300 | Loss 5.921080 | Acc 7.50% | WER 161.58%
epoch   4 | iteration  3400 | Loss 4.890587 | Acc 7.50% | WER 145.58%
epoch   4 | iteration  3500 | Loss 5.640058 | Acc 5.83% | WER 141.07%
epoch   4 | iteration  3600 | Loss 5.616609 | Acc 8.33% | WER 214.58%
epoch   4 | iteration  3700 | Loss 5.425598 | Acc 7.50% | WER 168.41%
epoch   4 | iteration  3800 | Loss 5.568598 | Acc 10.00% | WER 206.03%
epoch   4 | iteration  3900 | Loss 4.749282 | Acc 5.00% | WER 214.44%
epoch   4 | iteration  4000 | Loss 4.845403 | Acc 10.00% | WER 208.06%
epoch   4 | iteration  4100 | Loss 5.160315 | Acc 7.50% | WER 153.87%
epoch   4 | iteration  4200 | Loss 6.133763 | Acc 5.83% | WER 168.96%
epoch   4 | iteration  4300 | Loss 5.927390 | Acc 5.83% | WER 129.56%
epoch   4 | iteration  4400 | Loss 5.039947 | Acc 6.67% | WER 176.58%
epoch   4 | iteration  4500 | Loss 5.659844 | Acc 9.17% | WER 188.75%
epoch   4 | iteration  4600 | Loss 5.106016 | Acc 8.33% | WER 167.78%
Average Training Loss of Epoch 4: 5.583825 | Acc: 6.83% | WER 182.35%
Average Validation Loss of Epoch 4: 4.613471 | Acc: 4.54% | WER: 88.93%
Average test Loss of Epoch 4: 6.355908 | Acc: 4.99% | WER: 88.46%
####################Epoch 4 Model Saved#####################
epoch   5 | iteration   100 | Loss 5.136507 | Acc 10.83% | WER 143.47%
epoch   5 | iteration   200 | Loss 5.588849 | Acc 5.00% | WER 224.68%
epoch   5 | iteration   300 | Loss 5.866124 | Acc 5.83% | WER 186.13%
epoch   5 | iteration   400 | Loss 5.908772 | Acc 8.33% | WER 203.87%
epoch   5 | iteration   500 | Loss 4.492963 | Acc 7.50% | WER 213.60%
epoch   5 | iteration   600 | Loss 5.751477 | Acc 6.67% | WER 156.80%
epoch   5 | iteration   700 | Loss 5.356801 | Acc 3.33% | WER 277.80%
epoch   5 | iteration   800 | Loss 4.952344 | Acc 9.17% | WER 142.48%
epoch   5 | iteration   900 | Loss 5.531750 | Acc 6.67% | WER 196.25%
epoch   5 | iteration  1000 | Loss 5.428074 | Acc 8.33% | WER 122.94%
epoch   5 | iteration  1100 | Loss 5.877747 | Acc 4.17% | WER 171.93%
epoch   5 | iteration  1200 | Loss 5.492496 | Acc 4.17% | WER 210.50%
epoch   5 | iteration  1300 | Loss 5.052783 | Acc 7.50% | WER 191.52%
epoch   5 | iteration  1400 | Loss 6.046274 | Acc 5.00% | WER 155.54%
epoch   5 | iteration  1500 | Loss 4.544421 | Acc 9.17% | WER 193.65%
epoch   5 | iteration  1600 | Loss 5.672580 | Acc 8.33% | WER 173.81%
epoch   5 | iteration  1700 | Loss 5.054286 | Acc 7.50% | WER 139.58%
epoch   5 | iteration  1800 | Loss 4.539991 | Acc 8.33% | WER 171.15%
epoch   5 | iteration  1900 | Loss 5.901724 | Acc 7.50% | WER 167.50%
epoch   5 | iteration  2000 | Loss 5.233263 | Acc 8.33% | WER 215.83%
epoch   5 | iteration  2100 | Loss 5.729403 | Acc 8.33% | WER 144.31%
epoch   5 | iteration  2200 | Loss 5.037409 | Acc 7.50% | WER 136.20%
epoch   5 | iteration  2300 | Loss 6.679275 | Acc 5.00% | WER 198.07%
epoch   5 | iteration  2400 | Loss 5.660488 | Acc 9.17% | WER 207.92%
epoch   5 | iteration  2500 | Loss 5.885136 | Acc 5.00% | WER 160.56%
epoch   5 | iteration  2600 | Loss 5.202276 | Acc 5.83% | WER 259.46%
epoch   5 | iteration  2700 | Loss 4.954720 | Acc 6.67% | WER 302.46%
epoch   5 | iteration  2800 | Loss 5.953707 | Acc 8.33% | WER 193.74%
epoch   5 | iteration  2900 | Loss 5.578524 | Acc 10.00% | WER 184.43%
epoch   5 | iteration  3000 | Loss 5.108288 | Acc 10.00% | WER 127.44%
epoch   5 | iteration  3100 | Loss 5.799716 | Acc 6.67% | WER 174.82%
epoch   5 | iteration  3200 | Loss 5.547617 | Acc 6.67% | WER 193.53%
epoch   5 | iteration  3300 | Loss 5.405398 | Acc 4.17% | WER 180.42%
epoch   5 | iteration  3400 | Loss 4.763604 | Acc 8.33% | WER 181.36%
epoch   5 | iteration  3500 | Loss 5.326765 | Acc 5.00% | WER 174.44%
epoch   5 | iteration  3600 | Loss 5.930761 | Acc 5.83% | WER 154.17%
epoch   5 | iteration  3700 | Loss 5.535756 | Acc 9.17% | WER 172.78%
epoch   5 | iteration  3800 | Loss 5.962821 | Acc 9.17% | WER 184.72%
epoch   5 | iteration  3900 | Loss 5.479832 | Acc 5.83% | WER 139.52%
epoch   5 | iteration  4000 | Loss 5.731914 | Acc 8.33% | WER 219.44%
epoch   5 | iteration  4100 | Loss 5.230043 | Acc 5.83% | WER 179.94%
epoch   5 | iteration  4200 | Loss 5.671196 | Acc 7.50% | WER 160.06%
epoch   5 | iteration  4300 | Loss 5.442997 | Acc 5.83% | WER 172.86%
epoch   5 | iteration  4400 | Loss 5.905376 | Acc 9.17% | WER 152.94%
epoch   5 | iteration  4500 | Loss 5.445587 | Acc 8.33% | WER 191.03%
epoch   5 | iteration  4600 | Loss 5.340462 | Acc 6.67% | WER 194.70%
Average Training Loss of Epoch 5: 5.522232 | Acc: 6.88% | WER 181.70%
Average Validation Loss of Epoch 5: 4.449993 | Acc: 4.48% | WER: 86.50%
Average test Loss of Epoch 5: 6.446861 | Acc: 4.76% | WER: 88.14%
####################Epoch 5 Model Saved#####################
epoch   6 | iteration   100 | Loss 5.537978 | Acc 7.50% | WER 144.48%
epoch   6 | iteration   200 | Loss 4.903854 | Acc 7.50% | WER 209.62%
epoch   6 | iteration   300 | Loss 5.149971 | Acc 5.83% | WER 263.02%
epoch   6 | iteration   400 | Loss 4.890267 | Acc 5.00% | WER 246.79%
epoch   6 | iteration   500 | Loss 5.938008 | Acc 7.50% | WER 131.36%
epoch   6 | iteration   600 | Loss 5.278791 | Acc 5.00% | WER 179.59%
epoch   6 | iteration   700 | Loss 5.397786 | Acc 8.33% | WER 194.40%
epoch   6 | iteration   800 | Loss 5.439287 | Acc 4.17% | WER 198.37%
epoch   6 | iteration   900 | Loss 5.584743 | Acc 5.83% | WER 149.36%
epoch   6 | iteration  1000 | Loss 5.513691 | Acc 7.50% | WER 186.34%
epoch   6 | iteration  1100 | Loss 5.394157 | Acc 5.83% | WER 262.65%
epoch   6 | iteration  1200 | Loss 5.604907 | Acc 8.33% | WER 177.80%
epoch   6 | iteration  1300 | Loss 5.233718 | Acc 8.33% | WER 197.44%
epoch   6 | iteration  1400 | Loss 5.810766 | Acc 5.83% | WER 270.03%
epoch   6 | iteration  1500 | Loss 5.350246 | Acc 7.50% | WER 150.23%
epoch   6 | iteration  1600 | Loss 4.975846 | Acc 8.33% | WER 195.60%
epoch   6 | iteration  1700 | Loss 5.293205 | Acc 5.00% | WER 184.92%
epoch   6 | iteration  1800 | Loss 6.284966 | Acc 6.67% | WER 236.55%
epoch   6 | iteration  1900 | Loss 5.833040 | Acc 5.83% | WER 249.74%
epoch   6 | iteration  2000 | Loss 5.337557 | Acc 10.00% | WER 142.62%
epoch   6 | iteration  2100 | Loss 6.102758 | Acc 6.67% | WER 154.75%
epoch   6 | iteration  2200 | Loss 5.756844 | Acc 6.67% | WER 148.27%
epoch   6 | iteration  2300 | Loss 6.131724 | Acc 3.33% | WER 195.96%
epoch   6 | iteration  2400 | Loss 5.153791 | Acc 5.00% | WER 279.37%
epoch   6 | iteration  2500 | Loss 5.486309 | Acc 8.33% | WER 176.62%
epoch   6 | iteration  2600 | Loss 5.343228 | Acc 5.00% | WER 216.11%
epoch   6 | iteration  2700 | Loss 5.703599 | Acc 5.83% | WER 159.92%
epoch   6 | iteration  2800 | Loss 5.818868 | Acc 4.17% | WER 145.34%
epoch   6 | iteration  2900 | Loss 5.365335 | Acc 4.17% | WER 209.03%
epoch   6 | iteration  3000 | Loss 5.511530 | Acc 3.33% | WER 175.13%
epoch   6 | iteration  3100 | Loss 6.313367 | Acc 5.83% | WER 180.63%
epoch   6 | iteration  3200 | Loss 5.971084 | Acc 6.67% | WER 179.25%
epoch   6 | iteration  3300 | Loss 4.794503 | Acc 8.33% | WER 213.98%
epoch   6 | iteration  3400 | Loss 4.448849 | Acc 9.17% | WER 164.39%
epoch   6 | iteration  3500 | Loss 5.450249 | Acc 10.00% | WER 151.83%
epoch   6 | iteration  3600 | Loss 5.413121 | Acc 9.17% | WER 149.12%
epoch   6 | iteration  3700 | Loss 4.842980 | Acc 7.50% | WER 191.36%
epoch   6 | iteration  3800 | Loss 5.631434 | Acc 6.67% | WER 231.43%
epoch   6 | iteration  3900 | Loss 4.653662 | Acc 8.33% | WER 178.85%
epoch   6 | iteration  4000 | Loss 5.559332 | Acc 4.17% | WER 247.94%
epoch   6 | iteration  4100 | Loss 6.299250 | Acc 8.33% | WER 166.06%
epoch   6 | iteration  4200 | Loss 5.223220 | Acc 5.00% | WER 210.00%
epoch   6 | iteration  4300 | Loss 5.129706 | Acc 1.67% | WER 177.95%
epoch   6 | iteration  4400 | Loss 5.801946 | Acc 5.00% | WER 164.40%
epoch   6 | iteration  4500 | Loss 5.434225 | Acc 9.17% | WER 162.65%
epoch   6 | iteration  4600 | Loss 6.237787 | Acc 3.33% | WER 172.77%
Average Training Loss of Epoch 6: 5.461584 | Acc: 6.97% | WER 182.07%
Average Validation Loss of Epoch 6: 4.514200 | Acc: 4.19% | WER: 94.91%
Average test Loss of Epoch 6: 6.447254 | Acc: 4.65% | WER: 97.19%
####################Epoch 6 Model Saved#####################
epoch   7 | iteration   100 | Loss 6.307154 | Acc 9.17% | WER 163.04%
epoch   7 | iteration   200 | Loss 6.304651 | Acc 7.50% | WER 185.48%
epoch   7 | iteration   300 | Loss 5.694012 | Acc 5.00% | WER 258.93%
epoch   7 | iteration   400 | Loss 4.807240 | Acc 9.17% | WER 149.99%
epoch   7 | iteration   500 | Loss 5.491994 | Acc 8.33% | WER 141.89%
epoch   7 | iteration   600 | Loss 5.443062 | Acc 5.83% | WER 178.54%
epoch   7 | iteration   700 | Loss 5.001943 | Acc 6.67% | WER 109.38%
epoch   7 | iteration   800 | Loss 5.340685 | Acc 11.67% | WER 207.43%
epoch   7 | iteration   900 | Loss 5.620276 | Acc 6.67% | WER 173.75%
epoch   7 | iteration  1000 | Loss 5.688458 | Acc 3.33% | WER 171.86%
epoch   7 | iteration  1100 | Loss 5.874851 | Acc 9.17% | WER 129.85%
epoch   7 | iteration  1200 | Loss 5.862047 | Acc 10.00% | WER 146.43%
epoch   7 | iteration  1300 | Loss 6.018039 | Acc 6.67% | WER 193.88%
epoch   7 | iteration  1400 | Loss 4.947917 | Acc 5.83% | WER 249.29%
