Logging to file...
Dataset samples: 125000
######################Training Started######################
epoch   1 | iteration    20 | Loss 6.199777 | Acc 0.00%
epoch   2 | iteration   240 | Loss 0.648949 | Acc 90.62%
epoch   2 | iteration   260 | Loss 0.817550 | Acc 85.94%
epoch   2 | iteration   280 | Loss 0.775738 | Acc 84.38%
epoch   2 | iteration   300 | Loss 0.778598 | Acc 81.25%
epoch   2 | iteration   320 | Loss 0.999926 | Acc 75.00%
epoch   2 | iteration   340 | Loss 0.761525 | Acc 79.69%
epoch   2 | iteration   360 | Loss 0.742675 | Acc 84.38%
epoch   2 | iteration   380 | Loss 0.765967 | Acc 84.38%
epoch   2 | iteration   400 | Loss 0.753240 | Acc 89.06%
epoch   2 | iteration   420 | Loss 0.776317 | Acc 84.38%
epoch   2 | iteration   440 | Loss 0.649122 | Acc 85.94%
epoch   2 | iteration   460 | Loss 0.544703 | Acc 90.62%
epoch   2 | iteration   480 | Loss 0.702733 | Acc 87.50%
epoch   2 | iteration   500 | Loss 0.754077 | Acc 87.50%
epoch   2 | iteration   520 | Loss 0.681595 | Acc 87.50%
epoch   2 | iteration   540 | Loss 0.706400 | Acc 89.06%
epoch   2 | iteration   560 | Loss 0.557612 | Acc 90.62%
epoch   2 | iteration   580 | Loss 0.458070 | Acc 93.75%
epoch   2 | iteration   600 | Loss 0.606868 | Acc 89.06%
epoch   2 | iteration   620 | Loss 0.553243 | Acc 96.88%
epoch   2 | iteration   640 | Loss 0.731975 | Acc 85.94%
epoch   2 | iteration   660 | Loss 0.499658 | Acc 89.06%
epoch   2 | iteration   680 | Loss 0.502061 | Acc 90.62%
epoch   2 | iteration   700 | Loss 0.615130 | Acc 92.19%
epoch   2 | iteration   720 | Loss 0.513361 | Acc 89.06%
epoch   2 | iteration   740 | Loss 0.573412 | Acc 92.19%
epoch   2 | iteration   760 | Loss 0.598113 | Acc 92.19%
epoch   2 | iteration   780 | Loss 0.516558 | Acc 89.06%
epoch   2 | iteration   800 | Loss 0.501759 | Acc 87.50%
epoch   2 | iteration   820 | Loss 0.567767 | Acc 84.38%
epoch   2 | iteration   840 | Loss 0.530918 | Acc 89.06%
epoch   2 | iteration   860 | Loss 0.595638 | Acc 79.69%
epoch   2 | iteration   880 | Loss 0.404015 | Acc 92.19%
epoch   2 | iteration   900 | Loss 0.436419 | Acc 93.75%
epoch   2 | iteration   920 | Loss 0.490828 | Acc 85.94%
epoch   2 | iteration   940 | Loss 0.473710 | Acc 90.62%
epoch   2 | iteration   960 | Loss 0.466744 | Acc 92.19%
epoch   2 | iteration   980 | Loss 0.421522 | Acc 90.62%
epoch   2 | iteration  1000 | Loss 0.387108 | Acc 92.19%
epoch   2 | iteration  1020 | Loss 0.539161 | Acc 87.50%
epoch   2 | iteration  1040 | Loss 0.569115 | Acc 89.06%
epoch   2 | iteration  1060 | Loss 0.523162 | Acc 89.06%
epoch   2 | iteration  1080 | Loss 0.578659 | Acc 82.81%
epoch   2 | iteration  1100 | Loss 0.329230 | Acc 93.75%
epoch   2 | iteration  1120 | Loss 0.342602 | Acc 96.88%
epoch   2 | iteration  1140 | Loss 0.329613 | Acc 96.88%
epoch   2 | iteration  1160 | Loss 0.445129 | Acc 93.75%
epoch   2 | iteration  1180 | Loss 0.500295 | Acc 89.06%
epoch   2 | iteration  1200 | Loss 0.489262 | Acc 90.62%
epoch   2 | iteration  1220 | Loss 0.405830 | Acc 92.19%
epoch   2 | iteration  1240 | Loss 0.326680 | Acc 93.75%
epoch   2 | iteration  1260 | Loss 0.470634 | Acc 89.06%
epoch   2 | iteration  1280 | Loss 0.418599 | Acc 92.19%
epoch   2 | iteration  1300 | Loss 0.453274 | Acc 90.62%
epoch   2 | iteration  1320 | Loss 0.317649 | Acc 96.88%
epoch   2 | iteration  1340 | Loss 0.438521 | Acc 87.50%
epoch   2 | iteration  1360 | Loss 0.302011 | Acc 95.31%
epoch   2 | iteration  1380 | Loss 0.430751 | Acc 93.75%
epoch   2 | iteration  1400 | Loss 0.411663 | Acc 90.62%
epoch   2 | iteration  1420 | Loss 0.324288 | Acc 95.31%
epoch   2 | iteration  1440 | Loss 0.393345 | Acc 89.06%
epoch   2 | iteration  1460 | Loss 0.323871 | Acc 95.31%
epoch   2 | iteration  1480 | Loss 0.393210 | Acc 90.62%
epoch   2 | iteration  1500 | Loss 0.404145 | Acc 90.62%
epoch   2 | iteration  1520 | Loss 0.367675 | Acc 92.19%
epoch   2 | iteration  1540 | Loss 0.383931 | Acc 92.19%
epoch   2 | iteration  1560 | Loss 0.374114 | Acc 90.62%
Average Training Loss of Epoch 2: 0.592722 | Acc: 88.23%
Average Validation Loss of Epoch 2: 1.247828 | Acc: 68.67%
####################Epoch 2 Model Saved#####################
epoch   3 | iteration    20 | Loss 0.430472 | Acc 90.62%
epoch   3 | iteration    40 | Loss 0.255660 | Acc 96.88%
epoch   3 | iteration    60 | Loss 0.251437 | Acc 98.44%
epoch   3 | iteration    80 | Loss 0.304298 | Acc 93.75%
epoch   3 | iteration   100 | Loss 0.319496 | Acc 90.62%
epoch   3 | iteration   120 | Loss 0.332109 | Acc 93.75%
epoch   3 | iteration   140 | Loss 0.219274 | Acc 98.44%
epoch   3 | iteration   160 | Loss 0.254911 | Acc 96.88%
epoch   3 | iteration   180 | Loss 0.207227 | Acc 98.44%
epoch   3 | iteration   200 | Loss 0.216965 | Acc 96.88%
epoch   3 | iteration   220 | Loss 0.349552 | Acc 93.75%
epoch   3 | iteration   240 | Loss 0.241767 | Acc 96.88%
epoch   3 | iteration   260 | Loss 0.146917 | Acc 100.00%
epoch   3 | iteration   280 | Loss 0.192682 | Acc 100.00%
epoch   3 | iteration   300 | Loss 0.285525 | Acc 92.19%
epoch   3 | iteration   320 | Loss 0.245256 | Acc 96.88%
epoch   3 | iteration   340 | Loss 0.237750 | Acc 95.31%
epoch   3 | iteration   360 | Loss 0.271009 | Acc 95.31%
epoch   3 | iteration   380 | Loss 0.198280 | Acc 98.44%
epoch   3 | iteration   400 | Loss 0.158918 | Acc 96.88%
epoch   3 | iteration   420 | Loss 0.226071 | Acc 96.88%
epoch   3 | iteration   440 | Loss 0.161365 | Acc 96.88%
epoch   3 | iteration   460 | Loss 0.154356 | Acc 98.44%
epoch   3 | iteration   480 | Loss 0.236264 | Acc 93.75%
epoch   3 | iteration   500 | Loss 0.235503 | Acc 93.75%
epoch   3 | iteration   520 | Loss 0.302984 | Acc 95.31%
epoch   3 | iteration   540 | Loss 0.357757 | Acc 89.06%
epoch   3 | iteration   560 | Loss 0.169788 | Acc 96.88%
epoch   3 | iteration   580 | Loss 0.134239 | Acc 100.00%
epoch   3 | iteration   600 | Loss 0.186020 | Acc 96.88%
epoch   3 | iteration   620 | Loss 0.308305 | Acc 92.19%
epoch   3 | iteration   640 | Loss 0.208541 | Acc 95.31%
epoch   3 | iteration   660 | Loss 0.223798 | Acc 93.75%
epoch   3 | iteration   680 | Loss 0.149422 | Acc 100.00%
epoch   3 | iteration   700 | Loss 0.227706 | Acc 95.31%
epoch   3 | iteration   720 | Loss 0.200998 | Acc 96.88%
epoch   3 | iteration   740 | Loss 0.141647 | Acc 98.44%
epoch   3 | iteration   760 | Loss 0.200419 | Acc 95.31%
epoch   3 | iteration   780 | Loss 0.157702 | Acc 96.88%
epoch   3 | iteration   800 | Loss 0.158289 | Acc 96.88%
epoch   3 | iteration   820 | Loss 0.197002 | Acc 95.31%
epoch   3 | iteration   840 | Loss 0.242883 | Acc 95.31%
epoch   3 | iteration   860 | Loss 0.258805 | Acc 95.31%
epoch   3 | iteration   880 | Loss 0.155147 | Acc 95.31%
epoch   3 | iteration   900 | Loss 0.186542 | Acc 95.31%
epoch   3 | iteration   920 | Loss 0.156978 | Acc 98.44%
epoch   3 | iteration   940 | Loss 0.130213 | Acc 98.44%
epoch   3 | iteration   960 | Loss 0.185222 | Acc 96.88%
epoch   3 | iteration   980 | Loss 0.238573 | Acc 92.19%
epoch   3 | iteration  1000 | Loss 0.260340 | Acc 92.19%
epoch   3 | iteration  1020 | Loss 0.180180 | Acc 98.44%
epoch   3 | iteration  1040 | Loss 0.180889 | Acc 98.44%
epoch   3 | iteration  1060 | Loss 0.177244 | Acc 96.88%
epoch   3 | iteration  1080 | Loss 0.234343 | Acc 93.75%
epoch   3 | iteration  1100 | Loss 0.138157 | Acc 98.44%
epoch   3 | iteration  1120 | Loss 0.170351 | Acc 98.44%
epoch   3 | iteration  1140 | Loss 0.166825 | Acc 96.88%
epoch   3 | iteration  1160 | Loss 0.178322 | Acc 96.88%
epoch   3 | iteration  1180 | Loss 0.159517 | Acc 98.44%
epoch   3 | iteration  1200 | Loss 0.183179 | Acc 96.88%
epoch   3 | iteration  1220 | Loss 0.222598 | Acc 98.44%
epoch   3 | iteration  1240 | Loss 0.166951 | Acc 98.44%
epoch   3 | iteration  1260 | Loss 0.218911 | Acc 95.31%
epoch   3 | iteration  1280 | Loss 0.194453 | Acc 95.31%
epoch   3 | iteration  1300 | Loss 0.157069 | Acc 98.44%
epoch   3 | iteration  1320 | Loss 0.202288 | Acc 90.62%
epoch   3 | iteration  1340 | Loss 0.128636 | Acc 100.00%
epoch   3 | iteration  1360 | Loss 0.169849 | Acc 96.88%
epoch   3 | iteration  1380 | Loss 0.147138 | Acc 96.88%
epoch   3 | iteration  1400 | Loss 0.131350 | Acc 100.00%
epoch   3 | iteration  1420 | Loss 0.104981 | Acc 100.00%
epoch   3 | iteration  1440 | Loss 0.155353 | Acc 96.88%
epoch   3 | iteration  1460 | Loss 0.121692 | Acc 98.44%
epoch   3 | iteration  1480 | Loss 0.167189 | Acc 98.44%
epoch   3 | iteration  1500 | Loss 0.127495 | Acc 98.44%
epoch   3 | iteration  1520 | Loss 0.153454 | Acc 95.31%
epoch   3 | iteration  1540 | Loss 0.175815 | Acc 95.31%
epoch   3 | iteration  1560 | Loss 0.207786 | Acc 95.31%
Average Training Loss of Epoch 3: 0.211542 | Acc: 95.97%
Average Validation Loss of Epoch 3: 1.088689 | Acc: 71.37%
####################Epoch 3 Model Saved#####################
epoch   4 | iteration    20 | Loss 0.124486 | Acc 98.44%
epoch   4 | iteration    40 | Loss 0.164453 | Acc 96.88%
epoch   4 | iteration    60 | Loss 0.161467 | Acc 96.88%
epoch   4 | iteration    80 | Loss 0.365052 | Acc 92.19%
epoch   4 | iteration   100 | Loss 0.083632 | Acc 100.00%
epoch   4 | iteration   120 | Loss 0.105210 | Acc 100.00%
epoch   4 | iteration   140 | Loss 0.042836 | Acc 100.00%
epoch   4 | iteration   160 | Loss 0.101164 | Acc 100.00%
epoch   4 | iteration   180 | Loss 0.058140 | Acc 100.00%
epoch   4 | iteration   200 | Loss 0.172174 | Acc 95.31%
epoch   4 | iteration   220 | Loss 0.058807 | Acc 100.00%
epoch   4 | iteration   240 | Loss 0.077420 | Acc 100.00%
epoch   4 | iteration   260 | Loss 0.079907 | Acc 100.00%
epoch   4 | iteration   280 | Loss 0.102101 | Acc 100.00%
epoch   4 | iteration   300 | Loss 0.096619 | Acc 98.44%
epoch   4 | iteration   320 | Loss 0.081095 | Acc 100.00%
epoch   4 | iteration   340 | Loss 0.100567 | Acc 98.44%
epoch   4 | iteration   360 | Loss 0.087437 | Acc 98.44%
epoch   4 | iteration   380 | Loss 0.117987 | Acc 98.44%
epoch   4 | iteration   400 | Loss 0.058423 | Acc 100.00%
epoch   4 | iteration   420 | Loss 0.081694 | Acc 100.00%
epoch   4 | iteration   440 | Loss 0.071882 | Acc 100.00%
epoch   4 | iteration   460 | Loss 0.088904 | Acc 98.44%
epoch   4 | iteration   480 | Loss 0.088062 | Acc 98.44%
epoch   4 | iteration   500 | Loss 0.113343 | Acc 96.88%
epoch   4 | iteration   520 | Loss 0.104212 | Acc 96.88%
epoch   4 | iteration   540 | Loss 0.146045 | Acc 98.44%
epoch   4 | iteration   560 | Loss 0.078076 | Acc 98.44%
epoch   4 | iteration   580 | Loss 0.105717 | Acc 98.44%
epoch   4 | iteration   600 | Loss 0.086692 | Acc 98.44%
epoch   4 | iteration   620 | Loss 0.116038 | Acc 98.44%
epoch   4 | iteration   640 | Loss 0.064390 | Acc 100.00%
epoch   4 | iteration   660 | Loss 0.055075 | Acc 100.00%
epoch   4 | iteration   680 | Loss 0.111978 | Acc 98.44%
epoch   4 | iteration   700 | Loss 0.046436 | Acc 100.00%
epoch   4 | iteration   720 | Loss 0.083838 | Acc 98.44%
epoch   4 | iteration   740 | Loss 0.102639 | Acc 95.31%
epoch   4 | iteration   760 | Loss 0.069134 | Acc 96.88%
epoch   4 | iteration   780 | Loss 0.096045 | Acc 96.88%
epoch   4 | iteration   800 | Loss 0.111200 | Acc 96.88%
epoch   4 | iteration   820 | Loss 0.091794 | Acc 98.44%
epoch   4 | iteration   840 | Loss 0.175286 | Acc 95.31%
epoch   4 | iteration   860 | Loss 0.050898 | Acc 98.44%
epoch   4 | iteration   880 | Loss 0.104418 | Acc 96.88%
epoch   4 | iteration   900 | Loss 0.079752 | Acc 98.44%
epoch   4 | iteration   920 | Loss 0.126630 | Acc 96.88%
epoch   4 | iteration   940 | Loss 0.073125 | Acc 98.44%
epoch   4 | iteration   960 | Loss 0.065298 | Acc 98.44%
epoch   4 | iteration   980 | Loss 0.097188 | Acc 96.88%
epoch   4 | iteration  1000 | Loss 0.111779 | Acc 98.44%
epoch   4 | iteration  1020 | Loss 0.130779 | Acc 98.44%
epoch   4 | iteration  1040 | Loss 0.077637 | Acc 100.00%
epoch   4 | iteration  1060 | Loss 0.049681 | Acc 100.00%
epoch   4 | iteration  1080 | Loss 0.081737 | Acc 100.00%
epoch   4 | iteration  1100 | Loss 0.107655 | Acc 96.88%
epoch   4 | iteration  1120 | Loss 0.117711 | Acc 96.88%
epoch   4 | iteration  1140 | Loss 0.085190 | Acc 98.44%
epoch   4 | iteration  1160 | Loss 0.125050 | Acc 96.88%
epoch   4 | iteration  1180 | Loss 0.091614 | Acc 98.44%
epoch   4 | iteration  1200 | Loss 0.089279 | Acc 98.44%
epoch   4 | iteration  1220 | Loss 0.122301 | Acc 96.88%
epoch   4 | iteration  1240 | Loss 0.089238 | Acc 98.44%
epoch   4 | iteration  1260 | Loss 0.100910 | Acc 96.88%
epoch   4 | iteration  1280 | Loss 0.082811 | Acc 98.44%
epoch   4 | iteration  1300 | Loss 0.083866 | Acc 98.44%
epoch   4 | iteration  1320 | Loss 0.058935 | Acc 100.00%
epoch   4 | iteration  1340 | Loss 0.058010 | Acc 100.00%
epoch   4 | iteration  1360 | Loss 0.076586 | Acc 100.00%
epoch   4 | iteration  1380 | Loss 0.057542 | Acc 98.44%
epoch   4 | iteration  1400 | Loss 0.083101 | Acc 100.00%
epoch   4 | iteration  1420 | Loss 0.106530 | Acc 95.31%
epoch   4 | iteration  1440 | Loss 0.101187 | Acc 98.44%
epoch   4 | iteration  1460 | Loss 0.080795 | Acc 100.00%
epoch   4 | iteration  1480 | Loss 0.108514 | Acc 98.44%
epoch   4 | iteration  1500 | Loss 0.115533 | Acc 96.88%
epoch   4 | iteration  1520 | Loss 0.094136 | Acc 100.00%
epoch   4 | iteration  1540 | Loss 0.152885 | Acc 96.88%
epoch   4 | iteration  1560 | Loss 0.074027 | Acc 98.44%
Average Training Loss of Epoch 4: 0.100092 | Acc: 98.13%
Average Validation Loss of Epoch 4: 1.052036 | Acc: 73.36%
####################Epoch 4 Model Saved#####################
epoch   5 | iteration    20 | Loss 0.111057 | Acc 96.88%
epoch   5 | iteration    40 | Loss 0.065661 | Acc 100.00%
epoch   5 | iteration    60 | Loss 0.132845 | Acc 96.88%
epoch   5 | iteration    80 | Loss 0.050675 | Acc 98.44%
epoch   5 | iteration   100 | Loss 0.107942 | Acc 96.88%
epoch   5 | iteration   120 | Loss 0.035821 | Acc 100.00%
epoch   5 | iteration   140 | Loss 0.043953 | Acc 100.00%
epoch   5 | iteration   160 | Loss 0.047909 | Acc 100.00%
epoch   5 | iteration   180 | Loss 0.034583 | Acc 100.00%
epoch   5 | iteration   200 | Loss 0.073743 | Acc 98.44%
epoch   5 | iteration   220 | Loss 0.071684 | Acc 100.00%
epoch   5 | iteration   240 | Loss 0.050446 | Acc 96.88%
epoch   5 | iteration   260 | Loss 0.101904 | Acc 96.88%
epoch   5 | iteration   280 | Loss 0.083356 | Acc 96.88%
epoch   5 | iteration   300 | Loss 0.130206 | Acc 93.75%
epoch   5 | iteration   320 | Loss 0.030120 | Acc 100.00%
epoch   5 | iteration   340 | Loss 0.133497 | Acc 98.44%
epoch   5 | iteration   360 | Loss 0.053409 | Acc 100.00%
epoch   5 | iteration   380 | Loss 0.070968 | Acc 96.88%
epoch   5 | iteration   400 | Loss 0.074067 | Acc 98.44%
epoch   5 | iteration   420 | Loss 0.077001 | Acc 96.88%
epoch   5 | iteration   440 | Loss 0.040665 | Acc 100.00%
epoch   5 | iteration   460 | Loss 0.082395 | Acc 98.44%
epoch   5 | iteration   480 | Loss 0.041615 | Acc 100.00%
epoch   5 | iteration   500 | Loss 0.051007 | Acc 98.44%
epoch   5 | iteration   520 | Loss 0.066868 | Acc 98.44%
epoch   5 | iteration   540 | Loss 0.119114 | Acc 96.88%
epoch   5 | iteration   560 | Loss 0.046071 | Acc 100.00%
epoch   5 | iteration   580 | Loss 0.079900 | Acc 96.88%
epoch   5 | iteration   600 | Loss 0.105267 | Acc 96.88%
epoch   5 | iteration   620 | Loss 0.058591 | Acc 100.00%
epoch   5 | iteration   640 | Loss 0.077317 | Acc 98.44%
epoch   5 | iteration   660 | Loss 0.109027 | Acc 96.88%
epoch   5 | iteration   680 | Loss 0.042909 | Acc 98.44%
epoch   5 | iteration   700 | Loss 0.083745 | Acc 96.88%
epoch   5 | iteration   720 | Loss 0.057624 | Acc 98.44%
epoch   5 | iteration   740 | Loss 0.114602 | Acc 95.31%
epoch   5 | iteration   760 | Loss 0.096325 | Acc 98.44%
epoch   5 | iteration   780 | Loss 0.056401 | Acc 100.00%
epoch   5 | iteration   800 | Loss 0.127385 | Acc 96.88%
epoch   5 | iteration   820 | Loss 0.039759 | Acc 100.00%
epoch   5 | iteration   840 | Loss 0.044301 | Acc 100.00%
epoch   5 | iteration   860 | Loss 0.036766 | Acc 100.00%
epoch   5 | iteration   880 | Loss 0.037377 | Acc 98.44%
epoch   5 | iteration   900 | Loss 0.181692 | Acc 93.75%
epoch   5 | iteration   920 | Loss 0.110858 | Acc 98.44%
epoch   5 | iteration   940 | Loss 0.027905 | Acc 100.00%
epoch   5 | iteration   960 | Loss 0.064355 | Acc 100.00%
epoch   5 | iteration   980 | Loss 0.029634 | Acc 100.00%
epoch   5 | iteration  1000 | Loss 0.040484 | Acc 100.00%
epoch   5 | iteration  1020 | Loss 0.131435 | Acc 96.88%
epoch   5 | iteration  1040 | Loss 0.075895 | Acc 98.44%
epoch   5 | iteration  1060 | Loss 0.042227 | Acc 100.00%
epoch   5 | iteration  1080 | Loss 0.057151 | Acc 98.44%
epoch   5 | iteration  1100 | Loss 0.062740 | Acc 96.88%
epoch   5 | iteration  1120 | Loss 0.108342 | Acc 96.88%
epoch   5 | iteration  1140 | Loss 0.056496 | Acc 98.44%
epoch   5 | iteration  1160 | Loss 0.040066 | Acc 98.44%
epoch   5 | iteration  1180 | Loss 0.099299 | Acc 96.88%
epoch   5 | iteration  1200 | Loss 0.053974 | Acc 98.44%
epoch   5 | iteration  1220 | Loss 0.059148 | Acc 100.00%
epoch   5 | iteration  1240 | Loss 0.102360 | Acc 98.44%
epoch   5 | iteration  1260 | Loss 0.132561 | Acc 93.75%
epoch   5 | iteration  1280 | Loss 0.085665 | Acc 100.00%
epoch   5 | iteration  1300 | Loss 0.071380 | Acc 98.44%
epoch   5 | iteration  1320 | Loss 0.062984 | Acc 98.44%
epoch   5 | iteration  1340 | Loss 0.057992 | Acc 100.00%
epoch   5 | iteration  1360 | Loss 0.076692 | Acc 98.44%
epoch   5 | iteration  1380 | Loss 0.131282 | Acc 96.88%
epoch   5 | iteration  1400 | Loss 0.096045 | Acc 96.88%
epoch   5 | iteration  1420 | Loss 0.040960 | Acc 98.44%
epoch   5 | iteration  1440 | Loss 0.073063 | Acc 96.88%
epoch   5 | iteration  1460 | Loss 0.080745 | Acc 96.88%
epoch   5 | iteration  1480 | Loss 0.161316 | Acc 93.75%
epoch   5 | iteration  1500 | Loss 0.077725 | Acc 100.00%
epoch   5 | iteration  1520 | Loss 0.033054 | Acc 100.00%
epoch   5 | iteration  1540 | Loss 0.049718 | Acc 98.44%
epoch   5 | iteration  1560 | Loss 0.073773 | Acc 96.88%
Average Training Loss of Epoch 5: 0.070270 | Acc: 98.58%
Average Validation Loss of Epoch 5: 1.047772 | Acc: 73.06%
####################Epoch 5 Model Saved#####################
epoch   6 | iteration    20 | Loss 0.036924 | Acc 100.00%
epoch   6 | iteration    40 | Loss 0.036142 | Acc 100.00%
epoch   6 | iteration    60 | Loss 0.034823 | Acc 98.44%
epoch   6 | iteration    80 | Loss 0.026990 | Acc 100.00%
epoch   6 | iteration   100 | Loss 0.026871 | Acc 98.44%
epoch   6 | iteration   120 | Loss 0.045825 | Acc 100.00%
epoch   6 | iteration   140 | Loss 0.084088 | Acc 96.88%
epoch   6 | iteration   160 | Loss 0.037997 | Acc 100.00%
epoch   6 | iteration   180 | Loss 0.040538 | Acc 98.44%
epoch   6 | iteration   200 | Loss 0.032960 | Acc 100.00%
epoch   6 | iteration   220 | Loss 0.031608 | Acc 100.00%
epoch   6 | iteration   240 | Loss 0.020273 | Acc 100.00%
epoch   6 | iteration   260 | Loss 0.053214 | Acc 98.44%
epoch   6 | iteration   280 | Loss 0.030175 | Acc 100.00%
